invocation,cmd
"Find all files with the extension .mp3 in the current directory and its subdirectories, and list them with their size and other information.",find ./ -name '*.mp3' -exec ls -lh {} \;
"Find the first unique file (with any extension) in the current directory and its subdirectories, randomly sorted.",find -maxdepth 3 -type f -name "*.*" | sort -u -R | head -n1
Create a tar file with a random 8 character name composed of the current date and containing all the text files in the /home/ directory.,tar -cvzf $(date | shuf -n 8 | awk '{print $1}').tgz $(find /home/ -name '*.txt');
Create a random directory in the home directory with a name of "dir_[random number between 0 and 25000]".,`shuf -i 0-25000 -n 1 | xargs -I{} mkdir -p ~/dir_{}`
Search the contents of the file specified by the value of the variable $RANDOM and output words with 3 to 9 characters.,"find $(cat $RANDOM) | grep -o -P '(\w+){3,9}'"
"List all files in the current directory and its subdirectories, excluding the current directory itself, and sort them by the second dot-separated field numerically.",ls -R * | grep -v '^\.$' | sort -t . -k 2 -n
"Find all files in the current directory and its subdirectories, then use xargs to search for a random 8-character string from the contents of /dev/urandom.",find . -name '*.*' | xargs grep "`cat /dev/urandom | tr -dc 'A-Za-z0-9' | fold -w 8 | head -n 1`"
echo the hostname or a cryptographically generated password based on 8 random digits from /dev/urandom,"echo ${HOSTNAME:-""$(perl -e 'print crypt($ARGV[0], ""pw"")' $(< /dev/urandom tr -dc 0-9 | head -c8))""}"
XjhXyqh,echo $(head -c 10000 /dev/urandom | tr -dc 'a-zA-Z' | fold -w 8 | head -n1)
Find all files in the /tmp directory that were modified within the last two days and delete them.,find /tmp -type f -mtime -2 -exec rm '{}' \;
Print the square of a random number between 1 and 1000.,shuf -i 1-1000 -n 1 | xargs printf 'echo "$((%d**2)) \n"'
"Move the file example.txt from the home directory to the /usr/bin directory, replacing any existing file with the same name.",yes | mv -f ~/example.txt /usr/bin/example.txt
Randomly select one file from the current directory and display its long listing.,shuf -n 1 $(ls) | xargs -I {} ls {} -l
This command will move a random file from the file.txt file to the /usr/bin directory.,"awk -F: 'BEGIN {srand();printf ""mv -t /usr/bin `cut -d, -f$(($RANDOM%7+1)) file.txt`"" }'"
"Run the command ""curl"" to get 10 random strings of 8 characters each, containing both upper and lower case letters and digits, and make them executable with the command ""xargs chmod u+x"".",curl curl -s https://www.random.org/strings?num=10\&len=8\&digits=on\&upperalpha=on\&loweralpha=on\&unique=on\&format=plain | xargs chmod u+x
Find all files with the extension .txt in the root directory and use xargs to run the sed command to remove all trailing whitespace from the files.,find / -name '*.txt' | xargs sed -i '' -e 's/[[:space:]]*$//'
Randomly select one file with a ".sh" extension that was modified more than 30 days ago.,shuf -n 1 <(find -type f -mtime +30 -iname '*.sh')
7f8f9f3f2f,echo $(date +"%c%s" | md5sum | head -c 10)
"Find all files with the extension "".txt"" in the current directory and its subdirectories, and replace all occurrences of ""Hello"" with ""Goodbye"" in those files.",find ~ -name "*.txt" | xargs sed -i 's/Hello/Goodbye/g'
Printable characters from /dev/urandom,echo "$(cat /dev/urandom | tr -dc [:print:])"
Find all files with a size greater than 50MB and a name ending in ".pdf" and give them execute permission for all users.,find ~ -size +50M -name "*.pdf" -exec chmod a+x {} \;
"Find all files in the current directory (and its subdirectories) whose name matches the pattern '*', and execute the command 'sed -E 's/pattern/replace/' '{}' +' on each of them.",find . -iname '*' -exec sed -E 's/pattern/replace/' '{}' +;
Find all files (type f) and execute the command 'chmod -x' on each of them.,find . -type f -exec chmod -x {} \;
"Run a command that generates a random number between 0 and 1000, then use that number to download a file from https://example.com/file- followed by the random number and the file extension .txt.",awk 'BEGIN { print int(rand()*1000) }' | xargs curl -O https://example.com/file-${RANDOM}.txt
"Find the current working directory, randomly sort the results, and display the first line.",find $(pwd) | sort -R | head -n 1
host2020-09-17_14_45_17,echo `date '+host%F_%H_%M_%S'`
Randomly select one file from the list of files in the root directory.,shuf -n 1 $(ls /).
"Find all files in the current directory with a .tmp extension, and delete them.",find . -maxdepth 1 -iname "*.tmp" -exec rm {} \;
Find all files with the extension ".txt" and calculate the total size of all of them in human-readable format.,find -name "*.txt" | xargs du -chs
"Find all files in the current directory and its subdirectories, and execute the command 'sed -n 'p; 4q' {}' on each of them, where {} is the file name.",find . -name "*.*" -exec sed -n 'p; 4q' {} \;
Format the output of the command "ls -F | grep -v /" into columns and display it.,column -t <(paste -s <(ls -F|grep -v /))
Display the size of the first randomly sorted directory in the current directory in human-readable format.,du -h --max-depth=1 $(ls -1d */ |sort -R | head -1)
"Find all files with the extension "".sh"" in the current directory and its subdirectories, then search for the string ""s/\* \[//g"" in the contents of those files.",find . -type f -name "*.sh" | xargs grep -Ro 's/\* \[//g'
Find all files in the Downloads directory with the extension ".gz" and compress them into a single file called "myfiles.tar.gz".,find ~/Downloads -name '*.gz' | xargs tar -czf myfiles.tar.gz
"Find files and print their names with line numbers, then display the first 10 characters.",find . -exec echo {} \; | cat -n | head -c 10
Find all files with the extension ".mp3" in the "/home" directory and delete them permanently.,find /home -name "*.mp3" | xargs rm -f
Find all files with the extension ".log" and execute the "sort" command with the "-n" option on each of them.,find . -name "*.log" -exec sort -n {} \;
Randomly select one number from the range of 1 to 100.,shuf -n 1 <(echo $(echo {1..100}))
Find all files (type f) in the current directory and its subdirectories (maxdepth 2) and execute the command 'grep -ril 'text-to-search' {} +' on them.,find -maxdepth 2 -type f -exec grep -ril 'text-to-search' {} +
Search the entire file system for files with the name ending in ".txt" and print the second column of the output.,find / -iname '*.txt' | awk '{ print $2 }'
"Find all files in the /etc directory with a .conf extension and search for an empty string in them, ignoring case.",find /etc -type f -name '*.conf' | xargs grep -il ''
Find all files in the /etc directory with a name starting with ".git" and delete them recursively.,find /etc -type f -iname ".git*" -exec rm -r {} \;
Find a file in the /tmp directory with a random 8-character alphabetic name and delete it.,find $(printf "/tmp/%s" $(cat /dev/urandom | tr -dc '[:alpha:]' | fold -w 8 | head -n 1)) -type f -delete
Run the command "/usr/bin/xargs -i mv {}" followed by a randomly generated string of characters of length 8 (or a specified length) generated from /dev/urandom.,awk 'BEGIN{srand(); printf "/usr/bin/xargs -i mv {} $(/usr/bin/tr -dc A-Za-z0-9 < /dev/urandom | head -c${1:-8} | xargs)"}'
Find all files with the extension .mp3 and change the permissions to 777 for each of them.,find . -name "*.mp3" -exec chmod 777 {} \;
Search the entire file system for files and execute a search for the word 'random' in each file.,find / -type f -exec grep -e 'random' {} \;
Randomly select one mp3 file from the current directory and replace any spaces in the filename with backslashes.,shuf -n 1 <(find . -iname '*.mp3' | sed 's/ /\\ /g')
"Find all files with a name that starts with ""j"" and ends with any characters, and search for the word ""example"" in those files recursively.",find -name \*.j* | xargs grep -ris 'example'
The output of a randomly chosen environment variable's value.,env | shuf -n 1 | cut -d '=' -f 2
"Find all files in the home directory, randomly sort them, and print the lines that start with an uppercase letter along with their line numbers.",grep -n "^[A-Z]" <(sort -R $(find ~ -type f))
"Find all files in the root directory and give the user read, write, and execute permissions, as well as the execute permission for all directories in the path leading to the file.","find / -type f -exec chmod u+rwx,+X {} \;"
Find all files with the extension ".tmp" in the entire file system and delete them.,find / -type f -name '*.tmp' -exec rm -f {} \;
"Find all files with the extension .txt and for each of them, replace the pattern with the replace string in the file.",find . -name '*.txt' | xargs -I@ sed -i 's/pattern/replace/g' @
Find all files and directories (regardless of case) and delete all files with the extensions .c and .h.,find . -iname "*" -o \( -name '*.c' -o -name '*.h' \) | xargs rm -f
Change directory to a random 16-character alphabetic string.,cd $(cat /dev/urandom | tr -dc '[:alpha:]' | fold -w 16 | head -n 1)
"Find all files ending with "".log"" in the current directory and its subdirectories, search for the word ""ERROR"" in each file, print the first field of each line (delimited by "":""), sort the output, count the number of occurrences of each line and sort the output by number of occurrences in descending order.",find ~ -name '*.log' -exec grep -h 'ERROR' {} \; | cut -f 1 -d ':' | sort | uniq -c | sort -nr
Randomly select one word from the dictionary and remove all punctuation,shuf -n 1 /usr/share/dict/words | tr -d [:punct:]
Randomly select a number between 1 and 100 and copy the contents of the /src/ directory to the /dest/ directory with the randomly selected number as the name.,shuf -i 1-100 -n 1 | xargs -I {} cp -R /src/ /dest/{}
"Find all files in the current directory, list them in long format with human readable file sizes, sort them by file size in ascending order, and display the last 50 files.",find . -type f -exec ls -lah {} \; | sort -k 5 -n | tail -50
V@^#_&-F6F,echo "$(cat /dev/urandom | tr -dc 'a-zA-Z0-9@#$%^&*_-' | fold -w 12 | head -n 1)"
"""$(date +""%F %T"")"" is the random number from 1 to 100 generated by shuffling the numbers and taking the first one.",seq 100 | shuf | head -n1 | xargs echo "$(date +"%F %T")"
V6X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X3X,echo $(head -c 100 /dev/urandom | tr -dc A-Za-z0-9)
Find all files with the extension ".o" in the "/dev" directory and copy them to the "/var/run/user/1000" directory.,find /dev -name "*.o" | xargs cp -t /var/run/user/1000
"Search the root directory (/) for directories (type d) up to a maximum depth of 5, and for each directory found, execute the command ""sed -i 's/[A-Z]/x/g' {} ';'"" which will replace all uppercase letters with the letter x.",find / -maxdepth 5 -type d -exec sed -i 's/[A-Z]/x/g' {} ';'
"Create a tar file with the current date and time in the name, containing all files in the current directory, and compress it with gzip.",tar -cvzf $(date +"%Y_%m_%d-%H_%M_%S")-backup.tar.gz $(pwd)/*
"Find the directory located two levels above the current user's directory, then within that directory find a file with a randomly generated number between 0 and 9, and delete it.",find $(echo "$(dirname $(dirname $(whoami)))"/tmp) -inum $(shuf -i 0-9 -n 1) -exec rm {} +;
"Find all files in the current directory with a .txt extension, print the first 3 lines of each file, and sort the output numerically.",find . -maxdepth 1 -name '*.txt' -exec head -n 3 {} \; | sort -n
"Find all directories in the current directory (max depth of 1), and for each directory, execute the command ""mv"" in that directory, renaming the directory to the same name with ""_old"" appended.",find . -maxdepth 1 -type d -execdir mv {} {}_old \;
q6V6X3y6y6X3V6q6V6q3X3V6q6V6q3X3y6y6,echo `head -n 100 /dev/urandom | tr -dc '[:graph:]' | head -c32`
Find all files with the extension ".sh" in the entire file system and execute the command "chmod +x" on each of them.,find / -name "*.sh" -exec chmod +x {} \;
"Find a file in the root directory, randomly sort it, and display the first one.",find / -type f | sort -R | head -n1
Print the following command to the console: "curl -H 'User-agent: Mozilla/5.0' http://example.com",printf "Random command: curl -H 'User-agent: Mozilla/5.0' http://example.com \n"
"Randomly sort the contents of the /dev/urandom file, take the first 100 characters, and replace all uppercase letters with their corresponding lowercase letters in the opposite order of the alphabet.",sort -R /dev/urandom | head -c100 | tr 'A-Za-z' 'N-ZA-Mn-za-m'
Create a tar file named 'backup_{}_{date +%F}.tar' for each item in the list '{}' using xargs.,xargs -I{} tar cvf 'backup_{}_{$(date +%F)}.tar' '{}'
"Output:
735862",echo $(echo "$RANDOM$RANDOM$RANDOM" | cut -c1-6)
jkvxzmqrytpsbwoucila,echo $(echo {a..z} | tr -d '\n' | sed -r 's/(.{5})/\1 /g' | shuf | tr -d ' ')
